locus_tag	ftype	length_bp	gene	EC_number	COG	product
EBBPGFGJ_03923	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
EBBPGFGJ_03924	CDS	2025	rep	5.6.2.4	COG0210	ATP-dependent DNA helicase Rep
EBBPGFGJ_03925	CDS	1482	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
EBBPGFGJ_03926	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
EBBPGFGJ_03927	CDS	330	trxA		COG3118	Thioredoxin 1
EBBPGFGJ_03928	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
EBBPGFGJ_03929	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
EBBPGFGJ_03930	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
EBBPGFGJ_03931	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
EBBPGFGJ_03932	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
EBBPGFGJ_03933	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
EBBPGFGJ_03934	CDS	225				hypothetical protein
EBBPGFGJ_03935	CDS	678	wecD	2.3.1.210	COG0456	dTDP-fucosamine acetyltransferase
EBBPGFGJ_03936	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
EBBPGFGJ_03937	CDS	1251	wzxE		COG2244	Lipid III flippase
EBBPGFGJ_03938	CDS	1080	wecF	2.4.1.325	COG0554	TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
EBBPGFGJ_03939	CDS	1359	wzyE			putative ECA polymerase
EBBPGFGJ_03940	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
EBBPGFGJ_03941	CDS	1386	thrP		COG1113	Threonine/serine transporter ThrP
EBBPGFGJ_03942	tRNA	77				tRNA-Arg(ccg)
EBBPGFGJ_03943	tRNA	76				tRNA-His(gtg)
EBBPGFGJ_03944	tRNA	87				tRNA-Leu(cag)
EBBPGFGJ_03945	tRNA	77				tRNA-Pro(tgg)
EBBPGFGJ_03946	CDS	1200	hemY		COG3071	Protein HemY
EBBPGFGJ_03947	CDS	1170	hemX		COG2959	Protein HemX
EBBPGFGJ_03948	CDS	741	hemD	4.2.1.75		Uroporphyrinogen-III synthase
EBBPGFGJ_03949	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
EBBPGFGJ_03950	CDS	2547	cyaA			adenylate cyclase CyaA
EBBPGFGJ_03951	CDS	354				hypothetical protein
EBBPGFGJ_03952	CDS	516				hypothetical protein
EBBPGFGJ_03953	CDS	363				hypothetical protein
EBBPGFGJ_03954	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
EBBPGFGJ_03955	CDS	390				hypothetical protein
EBBPGFGJ_03956	CDS	93				hypothetical protein
EBBPGFGJ_03957	CDS	252				hypothetical protein
EBBPGFGJ_03958	CDS	204	lptM		COG5567	LPS-assembly lipoprotein LptM
EBBPGFGJ_03959	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
EBBPGFGJ_03960	CDS	708				hypothetical protein
EBBPGFGJ_03961	CDS	903	xerC_2		COG4973	Tyrosine recombinase XerC
EBBPGFGJ_03962	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
EBBPGFGJ_03963	CDS	2163	uvrD	5.6.2.4	COG0210	DNA helicase II
EBBPGFGJ_03964	CDS	951	corA			Magnesium transport protein CorA
EBBPGFGJ_03965	CDS	381				hypothetical protein
EBBPGFGJ_03966	CDS	459	yigG			Inner membrane protein YigG
EBBPGFGJ_03967	CDS	885	rarD_2		COG2962	Protein RarD
EBBPGFGJ_03968	CDS	468	yigI	3.1.2.20	COG2050	Medium/long-chain acyl-CoA thioesterase YigI
EBBPGFGJ_03969	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
EBBPGFGJ_03970	CDS	1848	recQ	5.6.2.4	COG0514	ATP-dependent DNA helicase RecQ
EBBPGFGJ_03971	CDS	621	rhtC_2		COG1280	Threonine efflux protein
EBBPGFGJ_03972	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
EBBPGFGJ_03973	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
EBBPGFGJ_03974	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
EBBPGFGJ_03975	CDS	900	bioP		COG0697	Biotin transporter
EBBPGFGJ_03976	CDS	954	metR		COG0583	HTH-type transcriptional regulator MetR
EBBPGFGJ_03977	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
EBBPGFGJ_03978	CDS	1296	chuR_3	1.1.98.7	COG0641	Serine-type anaerobic sulfatase-maturating enzyme
EBBPGFGJ_03979	CDS	813				hypothetical protein
EBBPGFGJ_03980	CDS	762	udp	2.4.2.3		Uridine phosphorylase
EBBPGFGJ_03981	CDS	1431				hypothetical protein
EBBPGFGJ_03982	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
EBBPGFGJ_03983	CDS	606	ubiJ		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
EBBPGFGJ_03984	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
EBBPGFGJ_03985	CDS	255	tatA		COG1826	Sec-independent protein translocase protein TatA
EBBPGFGJ_03986	CDS	549	tatB		COG1826	Sec-independent protein translocase protein TatB
EBBPGFGJ_03987	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
EBBPGFGJ_03988	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
EBBPGFGJ_03989	CDS	489	rfaH		COG0250	Transcription antitermination protein RfaH
EBBPGFGJ_03990	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
EBBPGFGJ_03991	CDS	702	fre	1.5.1.41		NAD(P)H-flavin reductase
EBBPGFGJ_03992	CDS	714	astA_4	2.8.2.22		Arylsulfate sulfotransferase AssT
EBBPGFGJ_03993	CDS	1059	assT_3	2.8.2.22		Arylsulfate sulfotransferase AssT
EBBPGFGJ_03994	CDS	1164	fadA	2.3.1.16		3-ketoacyl-CoA thiolase
EBBPGFGJ_03995	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
EBBPGFGJ_03996	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
EBBPGFGJ_03997	CDS	615	yigZ		COG1739	IMPACT family member YigZ
EBBPGFGJ_03998	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
EBBPGFGJ_03999	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [quinone]
EBBPGFGJ_04000	CDS	255				hypothetical protein
EBBPGFGJ_04001	tRNA	77				tRNA-Ile(gat)
EBBPGFGJ_04002	tRNA	76				tRNA-Ala(tgc)
EBBPGFGJ_04003	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
EBBPGFGJ_04004	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
EBBPGFGJ_04005	CDS	270	yihD		COG3084	Protein YihD
EBBPGFGJ_04006	CDS	987	rdoA	2.7.11.1		Serine/threonine protein kinase RdoA
EBBPGFGJ_04007	CDS	624	dsbA_1			Thiol:disulfide interchange protein DsbA
EBBPGFGJ_04008	CDS	909	yihG	2.3.1.51	COG0204	1-acylglycerol-3-phosphate O-acyltransferase YihG
EBBPGFGJ_04009	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
EBBPGFGJ_04010	CDS	633	engB		COG0218	putative GTP-binding protein EngB
EBBPGFGJ_04011	CDS	198				hypothetical protein
EBBPGFGJ_04012	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
EBBPGFGJ_04013	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
EBBPGFGJ_04014	CDS	111	yshB			putative protein YshB
EBBPGFGJ_04015	CDS	1410	glnG			DNA-binding transcriptional regulator NtrC
EBBPGFGJ_04016	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
EBBPGFGJ_04017	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
EBBPGFGJ_04018	CDS	1824	bipA	3.6.5.-		Large ribosomal subunit assembly factor BipA
EBBPGFGJ_04019	CDS	735	ybhA_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
EBBPGFGJ_04020	CDS	879				hypothetical protein
EBBPGFGJ_04021	CDS	1242	hemW_2		COG0635	Heme chaperone HemW
EBBPGFGJ_04022	CDS	876				hypothetical protein
EBBPGFGJ_04023	CDS	1026				hypothetical protein
EBBPGFGJ_04024	CDS	849				hypothetical protein
EBBPGFGJ_04025	CDS	693	ompL		COG1452	Porin OmpL
EBBPGFGJ_04026	CDS	1422	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
EBBPGFGJ_04027	CDS	1383	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
EBBPGFGJ_04028	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
EBBPGFGJ_04029	CDS	843	yihR		COG2017	putative protein YihR
EBBPGFGJ_04030	CDS	1242	yihS	5.3.1.31		Sulfoquinovose isomerase
EBBPGFGJ_04031	CDS	879	yihT	4.1.2.57		Sulfofructosephosphate aldolase
EBBPGFGJ_04032	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
EBBPGFGJ_04033	CDS	897	yihV	2.7.1.184	COG0524	Sulfofructose kinase
EBBPGFGJ_04034	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
EBBPGFGJ_04035	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
EBBPGFGJ_04036	CDS	780				hypothetical protein
EBBPGFGJ_04037	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
EBBPGFGJ_04038	CDS	942	fabY	2.3.1.-	COG0456	putative acyltransferase FabY
EBBPGFGJ_04039	CDS	447	higA		COG5499	Antitoxin HigA
EBBPGFGJ_04040	CDS	312	higB	3.1.-.-	COG4680	mRNA interferase toxin HigB
EBBPGFGJ_04041	CDS	930	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
EBBPGFGJ_04042	CDS	312	higB-2		COG4737	Toxin HigB-2
EBBPGFGJ_04043	CDS	291				hypothetical protein
EBBPGFGJ_04044	CDS	930	fdhE		COG3058	Protein FdhE
EBBPGFGJ_04045	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
EBBPGFGJ_04046	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
EBBPGFGJ_04047	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
EBBPGFGJ_04048	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
EBBPGFGJ_04049	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
EBBPGFGJ_04050	CDS	1032				hypothetical protein
EBBPGFGJ_04051	CDS	1101				hypothetical protein
EBBPGFGJ_04052	CDS	324				hypothetical protein
EBBPGFGJ_04053	CDS	660				hypothetical protein
EBBPGFGJ_04054	CDS	549	sutR_3		COG1396	HTH-type transcriptional regulator SutR
EBBPGFGJ_04055	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
EBBPGFGJ_04056	CDS	1149	mdh_2	1.1.1.244		NAD-dependent methanol dehydrogenase
EBBPGFGJ_04057	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
EBBPGFGJ_04058	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
EBBPGFGJ_04059	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
EBBPGFGJ_04060	CDS	837	rhaS_2		COG4977	HTH-type transcriptional activator RhaS
EBBPGFGJ_04061	CDS	849	rhaR_6		COG1917	HTH-type transcriptional activator RhaR
EBBPGFGJ_04062	CDS	1035	rhaT			L-rhamnose-proton symporter
EBBPGFGJ_04063	CDS	672	kdgM_2		COG1452	Oligogalacturonate-specific porin KdgM
EBBPGFGJ_04064	CDS	1308	dctMQ_2		COG1593	Isethionate TRAP transporter permease protein DctMQ
EBBPGFGJ_04065	CDS	516				hypothetical protein
EBBPGFGJ_04066	CDS	984			COG1638	Solute-binding protein
EBBPGFGJ_04067	CDS	621	sodA	1.15.1.1		Superoxide dismutase [Mn]
EBBPGFGJ_04068	CDS	690	yiiM		COG2258	Protein YiiM
EBBPGFGJ_04069	CDS	396				hypothetical protein
EBBPGFGJ_04070	CDS	1374	cpxA			envelope stress sensor histidine kinase CpxA
EBBPGFGJ_04071	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
EBBPGFGJ_04072	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
EBBPGFGJ_04073	CDS	903	fieF		COG0053	Cation-efflux pump FieF
EBBPGFGJ_04074	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
EBBPGFGJ_04075	CDS	990	sbp			Sulfate-binding protein
EBBPGFGJ_04076	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
EBBPGFGJ_04077	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
EBBPGFGJ_04078	CDS	960		2.7.1.223		Aminoimidazole riboside kinase
EBBPGFGJ_04079	CDS	1041				hypothetical protein
EBBPGFGJ_04080	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
EBBPGFGJ_04081	CDS	165				hypothetical protein
EBBPGFGJ_04082	CDS	351				hypothetical protein
EBBPGFGJ_04083	CDS	1593	lsrK	2.7.1.189		Autoinducer-2 kinase
EBBPGFGJ_04084	CDS	960	lsrR			Transcriptional regulator LsrR
EBBPGFGJ_04085	CDS	1536	lsrA	7.6.2.13		Autoinducer 2 import ATP-binding protein LsrA
EBBPGFGJ_04086	CDS	1044	lsrC			Autoinducer 2 import system permease protein LsrC
EBBPGFGJ_04087	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
EBBPGFGJ_04088	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
EBBPGFGJ_04089	CDS	876	lsrF	2.3.1.245		3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
EBBPGFGJ_04090	CDS	330	lsrG	5.3.1.32		(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
EBBPGFGJ_04091	CDS	765	lsrE	5.1.3.-		Putative epimerase LsrE
EBBPGFGJ_04092	CDS	768	tpiA	5.3.1.1		Triosephosphate isomerase
EBBPGFGJ_04093	CDS	597				hypothetical protein
EBBPGFGJ_04094	CDS	429				hypothetical protein
EBBPGFGJ_04095	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
EBBPGFGJ_04096	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
EBBPGFGJ_04097	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
EBBPGFGJ_04098	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
EBBPGFGJ_04099	CDS	240	zapB		COG3074	Cell division protein ZapB
EBBPGFGJ_04100	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
EBBPGFGJ_04101	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
EBBPGFGJ_04102	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
EBBPGFGJ_04103	CDS	531	hslV	3.4.25.2		ATP-dependent protease subunit HslV
EBBPGFGJ_04104	CDS	882	ftsN		COG3087	Cell division protein FtsN
EBBPGFGJ_04105	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
EBBPGFGJ_04106	CDS	2199	priA	5.6.2.4	COG1198	Replication restart protein PriA
EBBPGFGJ_04107	CDS	213	rpmE		COG0254	Large ribosomal subunit protein bL31
EBBPGFGJ_04108	CDS	663				hypothetical protein
EBBPGFGJ_04109	CDS	1791	assT_4	2.8.2.22		Arylsulfate sulfotransferase AssT
EBBPGFGJ_04110	CDS	318	metJ		COG3060	Met repressor
EBBPGFGJ_04111	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
EBBPGFGJ_04112	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
EBBPGFGJ_04113	CDS	858	mscS_2		COG0668	Small-conductance mechanosensitive channel
EBBPGFGJ_04114	CDS	999				hypothetical protein
EBBPGFGJ_04115	CDS	1125				hypothetical protein
EBBPGFGJ_04116	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
EBBPGFGJ_04117	CDS	891	metF	1.5.1.54	COG0685	5,10-methylenetetrahydrofolate reductase
EBBPGFGJ_04118	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
EBBPGFGJ_04119	CDS	624				hypothetical protein
EBBPGFGJ_04120	CDS	1104	gldA_2	1.1.1.6	COG0371	Glycerol dehydrogenase
EBBPGFGJ_04121	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
EBBPGFGJ_04122	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
EBBPGFGJ_04123	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
EBBPGFGJ_04124	CDS	321	fryB	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
EBBPGFGJ_04125	CDS	2298	pflD	4.2.1.-	COG1882	putative dehydratase PflD
EBBPGFGJ_04126	CDS	879	islB_2	1.97.1.-	COG1180	Isethionate sulfite-lyase activating enzyme
EBBPGFGJ_04127	CDS	354	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
EBBPGFGJ_04128	CDS	852	rhaR_7			HTH-type transcriptional activator RhaR
EBBPGFGJ_04129	CDS	1734	cptA	2.7.-.-		Phosphoethanolamine transferase CptA
EBBPGFGJ_04130	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
EBBPGFGJ_04131	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
EBBPGFGJ_04132	CDS	1005	argC	1.2.1.38		N-acetyl-gamma-glutamyl-phosphate reductase
EBBPGFGJ_04133	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
EBBPGFGJ_04134	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
EBBPGFGJ_04135	CDS	918	oxyR_2		COG0583	DNA-binding transcriptional dual regulator OxyR
EBBPGFGJ_04136	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
EBBPGFGJ_04137	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
EBBPGFGJ_04138	CDS	360	yijD			Inner membrane protein YijD
EBBPGFGJ_04139	CDS	1101	trmA	2.1.1.-		tRNA/tmRNA (uracil-C(5))-methyltransferase
EBBPGFGJ_04140	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
EBBPGFGJ_04141	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
EBBPGFGJ_04142	CDS	255				hypothetical protein
EBBPGFGJ_04143	tRNA	77				tRNA-Ile(gat)
EBBPGFGJ_04144	tRNA	76				tRNA-Ala(tgc)
EBBPGFGJ_04145	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
EBBPGFGJ_04146	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
EBBPGFGJ_04147	CDS	927	coaA	2.7.1.33	COG1072	Pantothenate kinase
EBBPGFGJ_04148	tRNA	76				tRNA-Thr(tgt)
EBBPGFGJ_04149	tRNA	85				tRNA-Tyr(gta)
EBBPGFGJ_04150	tRNA	75				tRNA-Gly(tcc)
EBBPGFGJ_04151	tRNA	76				tRNA-Thr(ggt)
EBBPGFGJ_04152	CDS	1185	tufA_2	3.6.5.3	COG0050	Elongation factor Tu 1
EBBPGFGJ_04153	CDS	384	secE		COG0690	Protein translocase subunit SecE
EBBPGFGJ_04154	CDS	546	nusG		COG0250	Transcription termination/antitermination protein NusG
EBBPGFGJ_04155	CDS	429	rplK		COG0080	Large ribosomal subunit protein uL11
EBBPGFGJ_04156	CDS	705	rplA		COG0081	Large ribosomal subunit protein uL1
EBBPGFGJ_04157	CDS	498	rplJ		COG0244	Large ribosomal subunit protein uL10
EBBPGFGJ_04158	CDS	366	rplL		COG0222	Large ribosomal subunit protein bL12
EBBPGFGJ_04159	CDS	4029	rpoB			DNA-directed RNA polymerase subunit beta RpoB
EBBPGFGJ_04160	CDS	4224	rpoC	2.7.7.6		DNA-directed RNA polymerase subunit beta'
EBBPGFGJ_04161	CDS	279				hypothetical protein
EBBPGFGJ_04162	CDS	138				hypothetical protein
EBBPGFGJ_04163	CDS	1011	sseK1	2.4.1.-		Protein-arginine N-acetylglucosaminyltransferase SseK1
EBBPGFGJ_04164	CDS	1134	thiH	4.1.99.19		2-iminoacetate synthase
EBBPGFGJ_04165	CDS	771	thiG	2.8.1.10	COG2022	Thiazole synthase
EBBPGFGJ_04166	CDS	174	thiS		COG2104	Sulfur carrier protein ThiS
EBBPGFGJ_04167	CDS	759	thiF	2.7.7.73	COG0476	Sulfur carrier protein ThiS adenylyltransferase
EBBPGFGJ_04168	CDS	636	thiE	2.5.1.3	COG0352	Thiamine-phosphate synthase
EBBPGFGJ_04169	CDS	1896	thiC	4.1.99.17		Phosphomethylpyrimidine synthase
EBBPGFGJ_04170	CDS	489	rsd		COG3160	Regulator of sigma D
EBBPGFGJ_04171	CDS	774	nudC	3.6.1.-	COG2816	NAD-capped RNA hydrolase NudC
EBBPGFGJ_04172	CDS	1065	hemE	4.1.1.37		Uroporphyrinogen decarboxylase
EBBPGFGJ_04173	CDS	672	nfi	3.1.21.7	COG1515	Endonuclease V
EBBPGFGJ_04174	CDS	591			COG3068	putative protein
EBBPGFGJ_04175	CDS	273	hupA		COG0776	DNA-binding protein HU-alpha
EBBPGFGJ_04176	CDS	693				hypothetical protein
EBBPGFGJ_04177	CDS	456	zraP			Signaling pathway modulator ZraP
EBBPGFGJ_04178	CDS	1587	zraS	2.7.13.3		Sensor histidine kinase ZraS
EBBPGFGJ_04179	CDS	1326	zraR			Transcriptional regulatory protein ZraR
EBBPGFGJ_04180	CDS	1290	purD	6.3.4.13	COG0151	Phosphoribosylamine--glycine ligase
EBBPGFGJ_04181	CDS	1590	purH		COG0138	Bifunctional purine biosynthesis protein PurH
EBBPGFGJ_04182	CDS	255				hypothetical protein
EBBPGFGJ_04183	tRNA	76				tRNA-Glu(ttc)
EBBPGFGJ_04184	CDS	438	yjaB	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YjaB
EBBPGFGJ_04185	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
EBBPGFGJ_04186	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
EBBPGFGJ_04187	CDS	1305	aceA	4.1.3.1	COG2224	Isocitrate lyase
EBBPGFGJ_04188	CDS	1752	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
EBBPGFGJ_04189	CDS	435				hypothetical protein
EBBPGFGJ_04190	CDS	825	iclR		COG1414	Transcriptional repressor IclR
EBBPGFGJ_04191	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
EBBPGFGJ_04192	CDS	1632				hypothetical protein
EBBPGFGJ_04193	CDS	690	pepE	3.4.13.21		Peptidase E
EBBPGFGJ_04194	CDS	540				hypothetical protein
EBBPGFGJ_04195	CDS	870	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
EBBPGFGJ_04196	CDS	273				hypothetical protein
EBBPGFGJ_04197	CDS	942	panS			Pantothenate precursors transporter PanS
EBBPGFGJ_04198	CDS	729				hypothetical protein
EBBPGFGJ_04199	CDS	456				hypothetical protein
EBBPGFGJ_04200	CDS	606				hypothetical protein
EBBPGFGJ_04201	CDS	1746				hypothetical protein
EBBPGFGJ_04202	CDS	633				hypothetical protein
EBBPGFGJ_04203	CDS	1116				hypothetical protein
EBBPGFGJ_04204	CDS	360				hypothetical protein
EBBPGFGJ_04205	CDS	1548				hypothetical protein
EBBPGFGJ_04206	CDS	930	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
EBBPGFGJ_04207	CDS	723				hypothetical protein
EBBPGFGJ_04208	CDS	1044				hypothetical protein
EBBPGFGJ_04209	CDS	210				hypothetical protein
EBBPGFGJ_04210	CDS	954				hypothetical protein
EBBPGFGJ_04211	CDS	2355				hypothetical protein
EBBPGFGJ_04212	CDS	318				hypothetical protein
EBBPGFGJ_04213	CDS	525				hypothetical protein
EBBPGFGJ_04214	CDS	1428				hypothetical protein
EBBPGFGJ_04215	CDS	198				hypothetical protein
EBBPGFGJ_04216	CDS	456				hypothetical protein
EBBPGFGJ_04217	CDS	315				hypothetical protein
EBBPGFGJ_04218	CDS	573	mltF_2			Membrane-bound lytic murein transglycosylase F
EBBPGFGJ_04219	CDS	288				hypothetical protein
EBBPGFGJ_04220	CDS	348				hypothetical protein
EBBPGFGJ_04221	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
EBBPGFGJ_04222	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
EBBPGFGJ_04223	CDS	246				hypothetical protein
EBBPGFGJ_04224	CDS	639	gfcB			putative lipoprotein GfcB
EBBPGFGJ_04225	CDS	738				hypothetical protein
EBBPGFGJ_04226	CDS	2097				hypothetical protein
EBBPGFGJ_04227	CDS	411	psiE			Protein PsiE
EBBPGFGJ_04228	CDS	891	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
EBBPGFGJ_04229	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
EBBPGFGJ_04230	CDS	1191	malE			Maltose/maltodextrin-binding periplasmic protein
EBBPGFGJ_04231	CDS	1110	malK	7.5.2.1		Maltose/maltodextrin import ATP-binding protein MalK
EBBPGFGJ_04232	CDS	1359	lamB			Maltoporin
EBBPGFGJ_04233	CDS	918				hypothetical protein
EBBPGFGJ_04234	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
EBBPGFGJ_04235	CDS	873	ubiA	2.5.1.39		4-hydroxybenzoate octaprenyltransferase
EBBPGFGJ_04236	CDS	2421	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
EBBPGFGJ_04237	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
EBBPGFGJ_04238	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
EBBPGFGJ_04239	CDS	1326	dinF		COG0534	DNA damage-inducible protein F
EBBPGFGJ_04240	CDS	129				hypothetical protein
EBBPGFGJ_04241	CDS	213				hypothetical protein
EBBPGFGJ_04242	CDS	516	zur		COG0735	Zinc uptake regulation protein
EBBPGFGJ_04243	CDS	1311				hypothetical protein
